,Text,Label,tokenized_text
8505,i feel like there needs to be a disclaimer that i am in no way romanticising the shitty aspects of this pairing okay it is fucked up beyond belief summary castiel holds the world in the palm of his hand,0,"[1, 2, 13, 80, 611, 4, 27, 6, 4703, 8, 1, 23, 11, 95, 90, 11598, 5, 468, 2137, 9, 22, 11599, 1297, 12, 21, 505, 41, 1113, 2797, 6692, 11600, 2850, 5, 183, 11, 5, 5648, 9, 106, 561]"
8506,i may feel that i am not precious to others,5,"[1, 221, 2, 8, 1, 23, 25, 503, 4, 216]"
8507,i have nothing to compare this love to but i feel sure it is a true deep love,5,"[1, 20, 226, 4, 1795, 22, 84, 4, 18, 1, 2, 157, 12, 21, 6, 687, 729, 84]"
8508,i got home feeling extremely sleep deprived and spent a week getting caught up on all the different post conference emails and phone calls not to mention sleep and laundry,0,"[1, 140, 166, 7, 375, 323, 723, 3, 436, 6, 201, 179, 1366, 41, 29, 35, 5, 544, 285, 2397, 2860, 3, 883, 2098, 25, 4, 1092, 323, 3, 2202]"
8509,i really thought that after we had her i would stop feeling pained when i heard about other people getting pregnant,0,"[1, 40, 193, 8, 125, 81, 56, 67, 1, 64, 253, 7, 1976, 33, 1, 903, 26, 119, 62, 179, 1133]"
8510,i feel like the addition of sweet fresh corn really adds a touch of summer to an otherwise heavy fall dish,5,"[1, 2, 13, 5, 3349, 9, 234, 1579, 5157, 40, 3486, 6, 866, 9, 731, 4, 76, 1452, 1570, 816, 3409]"
8511,i like earreading audiobooks so much because they make me feel productive by getting reading done while im doing other things like driving,5,"[1, 13, 11601, 11602, 14, 85, 36, 61, 79, 17, 2, 671, 44, 179, 356, 273, 186, 16, 154, 119, 88, 13, 1585]"
8512,i almost always feel fantastic after i exercise so i recommend doing it every day if you can,5,"[1, 283, 111, 2, 683, 125, 1, 1233, 14, 1, 1745, 154, 12, 146, 96, 48, 30, 39]"
8513,i am feeling that bitter sweetness that comes from a deep recess in my soul,1,"[1, 23, 7, 8, 628, 11603, 8, 509, 59, 6, 729, 11604, 11, 10, 1062]"
8514,i know it s weird to see me call something review i feel weird saying it myself but i digress,4,"[1, 46, 12, 89, 246, 4, 112, 17, 387, 83, 1473, 1, 2, 246, 354, 12, 50, 18, 1, 11605]"
8515,i feel so appreciative to have their support,5,"[1, 2, 14, 886, 4, 20, 110, 522]"
8516,i was feeling super lazy too,5,"[1, 19, 7, 447, 976, 93]"
8517,i recently attended a presentation by kingdom bank zimbabwe they are doing a series of road shows in and around zimbabwe i feel they are basically trying to get zimbabweans back into trusting the bank to some degree at least,5,"[1, 913, 4975, 6, 3018, 44, 4595, 2218, 6936, 61, 43, 154, 6, 1129, 9, 1401, 1776, 11, 3, 127, 6936, 1, 2, 61, 43, 1430, 190, 4, 54, 11606, 99, 105, 707, 5, 2218, 4, 68, 1820, 32, 288]"
8518,i still cant make it for longer than a half hour in the office before feeling awful and having someone drive me home but i feel perfectly fine when im sitting on my butt on the couch all day,0,"[1, 71, 130, 79, 12, 15, 456, 94, 6, 689, 692, 11, 5, 1182, 175, 7, 486, 3, 149, 147, 1201, 17, 166, 18, 1, 2, 1482, 380, 33, 16, 535, 29, 10, 1995, 29, 5, 1713, 35, 96]"
8519,i feel beaten and bruised from their harshness and wearied by their relentlessness,0,"[1, 2, 577, 3, 11607, 59, 110, 11608, 3, 11609, 44, 110, 11610]"
8520,i feel like it is cool for now but we wonder when fabolous plans to release his long awaited losos way rise to power album,5,"[1, 2, 13, 12, 21, 364, 15, 57, 18, 81, 536, 33, 11611, 1859, 4, 2003, 106, 205, 11612, 11613, 90, 1863, 4, 1371, 1586]"
8521,im feeling really lethargic and weird today,0,"[16, 7, 40, 445, 3, 246, 121]"
8522,i feel somewhat hopeful about things,5,"[1, 2, 473, 552, 26, 88]"
8523,i thought it was nice so i left feeling pretty satisfied with the cafe,5,"[1, 193, 12, 19, 534, 14, 1, 171, 7, 102, 414, 24, 5, 2657]"
8524,i feel extremely proud to live in a country where i can help to decide how i want my country run,5,"[1, 2, 375, 403, 4, 330, 11, 6, 749, 152, 1, 39, 139, 4, 975, 52, 1, 66, 10, 749, 389]"
8525,i like to feel that is exactly what i do for my beloved graham,2,"[1, 13, 4, 2, 8, 21, 726, 53, 1, 38, 15, 10, 391, 11614]"
8526,i feel like they are a second family and they all are so supportive and love little miss rylin,2,"[1, 2, 13, 61, 43, 6, 711, 196, 3, 61, 35, 43, 14, 667, 3, 84, 55, 442, 11615]"
8527,i really do feel unfortunate for the person who has to carrry me,0,"[1, 40, 38, 2, 730, 15, 5, 170, 75, 98, 4, 11616, 17]"
8528,i do feel a bit guilty about the mean things ive said about jahmene as i heard his brother committed suicide so i think that abuse by their dad must have been pretty hardcore,0,"[1, 38, 2, 6, 82, 377, 26, 5, 303, 88, 72, 199, 26, 11617, 28, 1, 903, 106, 1332, 3040, 2105, 14, 1, 69, 8, 3385, 44, 110, 1095, 295, 20, 47, 102, 2867]"
8529,i also feel hopeful when contacted by new congregations and then devastated when they choose another,5,"[1, 116, 2, 552, 33, 11618, 44, 184, 11619, 3, 124, 519, 33, 61, 1195, 264]"
8530,i want to feel admired and loved,2,"[1, 66, 4, 2, 1858, 3, 265]"
8531,i get the feeling she doesnt really want to talk to me now so im hesitant on what to do from now on,4,"[1, 54, 5, 7, 97, 433, 40, 66, 4, 279, 4, 17, 57, 14, 16, 649, 29, 53, 4, 38, 59, 57, 29]"
8532,i feel like the proud parent who gets to see both kids go off to school together hand in hand and not be separated,5,"[1, 2, 13, 5, 403, 1565, 75, 854, 4, 112, 492, 357, 100, 168, 4, 240, 422, 561, 11, 561, 3, 25, 27, 3649]"
8533,i have so many bright little faces burned into my memory the kids who made my life feel worthwhile who made me feel glad that i had decided to apply to this program and who made the really difficult days worth it,5,"[1, 20, 14, 159, 1934, 55, 2334, 3748, 105, 10, 1491, 5, 357, 75, 131, 10, 77, 2, 748, 75, 131, 17, 2, 339, 8, 1, 56, 443, 4, 2455, 4, 22, 1657, 3, 75, 131, 5, 40, 1142, 148, 858, 12]"
8534,i can pick at my skin for a while and make myself feel terrible and then when i feel bad enough that i need to make myself feel better i can stop and theres the illusion of released pressure,0,"[1, 39, 1021, 32, 10, 717, 15, 6, 186, 3, 79, 50, 2, 488, 3, 124, 33, 1, 2, 210, 155, 8, 1, 104, 4, 79, 50, 2, 169, 1, 39, 253, 3, 576, 5, 5040, 9, 3617, 1015]"
8535,i feel so honored that we could be a part of that fundraiser they did very well i am told and we hope to return another time,5,"[1, 2, 14, 582, 8, 81, 91, 27, 6, 229, 9, 8, 11620, 61, 126, 45, 134, 1, 23, 347, 3, 81, 238, 4, 1181, 264, 51]"
8536,i feel ugly i mean i m being calle,0,"[1, 2, 584, 1, 303, 1, 92, 60, 11621]"
8537,i am feeling festive and in the mood to give a gift,5,"[1, 23, 7, 642, 3, 11, 5, 768, 4, 219, 6, 1080]"
8538,i will say that i am satisfied with my draw and feel that it is a perfect fit,5,"[1, 58, 118, 8, 1, 23, 414, 24, 10, 1695, 3, 2, 8, 12, 21, 6, 355, 1046]"
8539,i feel like this is going to be a terrific summer,5,"[1, 2, 13, 22, 21, 86, 4, 27, 6, 823, 731]"
8540,i can feel my life is the most wonderful,5,"[1, 39, 2, 10, 77, 21, 5, 133, 352]"
8541,i feel hated by,1,"[1, 2, 302, 44]"
8542,i had a blister the size of a quarter on my right foot so i wore my flip flops feeling badly about it until we got there and saw how casual the atmosphere was,5,"[1, 56, 6, 11622, 5, 1407, 9, 6, 3555, 29, 10, 113, 1543, 14, 1, 3002, 10, 4079, 11623, 7, 1218, 26, 12, 331, 81, 140, 80, 3, 788, 52, 833, 5, 2728, 19]"
8543,i started this blog is because i was desperately lonely and i wanted someone to know how i was feeling all of the ugly thoughts and emotions,0,"[1, 197, 22, 242, 21, 36, 1, 19, 1768, 363, 3, 1, 254, 147, 4, 46, 52, 1, 19, 7, 35, 9, 5, 584, 397, 3, 803]"
8544,i feel a fearless future,5,"[1, 2, 6, 1583, 418]"
8545,i always feel like im entirely pathetic and needy but those people usually tell me that i was neither just quieter than usual,0,"[1, 111, 2, 13, 16, 1097, 610, 3, 724, 18, 142, 62, 429, 220, 17, 8, 1, 19, 1609, 31, 6907, 94, 959]"
8546,im feeling uncharacteristically smug to some extent as my usually unheard of planning has indeed beaten the weather with the toddler possessing a winter coat a polar fleece all in one and fluffy lined snow boots,5,"[16, 7, 5064, 804, 4, 68, 1643, 28, 10, 429, 11624, 9, 1529, 98, 2230, 577, 5, 980, 24, 5, 5143, 11625, 6, 1276, 2220, 6, 6244, 11626, 35, 11, 70, 3, 5758, 4816, 2323, 2512]"
8547,i wake up feeling all beaten up and i dont feel that way right now im probably going to be tempted to do the lake again,0,"[1, 605, 41, 7, 35, 577, 41, 3, 1, 87, 2, 8, 90, 113, 57, 16, 337, 86, 4, 27, 2817, 4, 38, 5, 3171, 128]"
8548,i know that im carrying an obvious prejudice into all of this because of my own feelings about watching them be repeatedly tortured on this topic,1,"[1, 46, 8, 16, 2729, 76, 2102, 11627, 105, 35, 9, 22, 36, 9, 10, 174, 114, 26, 604, 63, 27, 2734, 404, 29, 22, 1710]"
8549,i didnt feel particularly sociable,5,"[1, 138, 2, 368, 1200]"
8550,i feel relaxed energized and im breathing more fully without extra effort,5,"[1, 2, 583, 1703, 3, 16, 1556, 37, 1042, 173, 1141, 966]"
8551,i do feel devastated,0,"[1, 38, 2, 519]"
8552,i really do feel as if i can finally create something lovely in my new room,2,"[1, 40, 38, 2, 28, 48, 1, 39, 407, 1053, 83, 402, 11, 10, 184, 415]"
8553,i have been feeling is any indication on this childs personality then i am petrified,4,"[1, 20, 47, 7, 21, 145, 4687, 29, 22, 6221, 1626, 124, 1, 23, 2207]"
8554,im feeling agitated again the usual evening mood that is becoming the norm,4,"[16, 7, 307, 128, 5, 959, 1055, 768, 8, 21, 1335, 5, 3460]"
8555,im not as mad and upset as i was on day but i feel scared now,4,"[16, 25, 28, 423, 3, 663, 28, 1, 19, 29, 96, 18, 1, 2, 372, 57]"
8556,i have noticed more symptoms coming back over sleeping and eating feeling lethargic my temper and doing less around the house,0,"[1, 20, 1478, 37, 2263, 374, 99, 115, 945, 3, 675, 7, 445, 10, 3044, 3, 154, 150, 127, 5, 358]"
8557,i feel kind of strange,4,"[1, 2, 167, 9, 233]"
8558,i feel so lucky that my parents made a point to take us everywhere and anywhere they could,5,"[1, 2, 14, 431, 8, 10, 593, 131, 6, 258, 4, 182, 213, 1980, 3, 1438, 61, 91]"
8559,i love more than anyone made me feel like i hated them sooo much but i knew i didnt which really hurt i ened up being a dick and crying for like an hour in front of people which was even more stupid,0,"[1, 84, 37, 94, 243, 131, 17, 2, 13, 1, 302, 63, 2724, 85, 18, 1, 461, 1, 138, 107, 40, 270, 1, 11628, 41, 60, 6, 6363, 3, 943, 15, 13, 76, 692, 11, 648, 9, 62, 107, 19, 74, 37, 282]"
8560,i dont know what i feel he seems sincere,5,"[1, 87, 46, 53, 1, 2, 65, 463, 636]"
8561,i feel this is the time to mention a fond farewell to one of our longest running sponsors a href http www,2,"[1, 2, 22, 21, 5, 51, 4, 1092, 6, 818, 11629, 4, 70, 9, 132, 5158, 482, 11630, 6, 209, 187, 651]"
8562,when my mother was seriously ill and had to be admitted to the hospital,4,"[33, 10, 413, 19, 877, 211, 3, 56, 4, 27, 2561, 4, 5, 2262]"
8563,i was reading through our old blog entries the other night feeling nostalgic and missing my boys and i came across our list of projects we had to do before we left,2,"[1, 19, 356, 137, 132, 266, 242, 2674, 5, 119, 245, 7, 664, 3, 969, 10, 1167, 3, 1, 359, 895, 132, 733, 9, 1261, 81, 56, 4, 38, 175, 81, 171]"
8564,i should be able to head shot someone at the other end of a football field because i feel threatened by them,4,"[1, 120, 27, 198, 4, 353, 2553, 147, 32, 5, 119, 227, 9, 6, 2113, 1905, 36, 1, 2, 640, 44, 63]"
8565,i feel furious about him not leaving,1,"[1, 2, 1485, 26, 73, 25, 875]"
8566,i am a year later heavier than ive ever been i gained back that lbs in the weeks i was pregnant trying to sort out feelings for my troubled marriage missing my hearts dream of dance wondering if ill ever want more kids again and if that makes me a horrible person,0,"[1, 23, 6, 192, 786, 4938, 94, 72, 164, 47, 1, 1580, 99, 8, 2601, 11, 5, 479, 1, 19, 1133, 190, 4, 343, 49, 114, 15, 10, 690, 2270, 969, 10, 1644, 808, 9, 1215, 926, 48, 211, 164, 66, 37, 357, 128, 3, 48, 8, 151, 17, 6, 379, 170]"
8567,i love the passion and the feeling of wonderful uncertainty of those teenage years,5,"[1, 84, 5, 1825, 3, 5, 7, 9, 352, 2740, 9, 142, 4080, 214]"
8568,i feel like im single handedly supporting the tissue industry at the moment,2,"[1, 2, 13, 16, 728, 6474, 332, 5, 4351, 1911, 32, 5, 235]"
8569,i am feeling so weepy and emotional still,0,"[1, 23, 7, 14, 1118, 3, 384, 71]"
8570,i feel like this is a dirty confession,0,"[1, 2, 13, 22, 21, 6, 626, 5159]"
8571,ive been has been in the seat beside me in an airplane when i feel smug because they have to stop reading when the announcement goes out and my book is still open,5,"[72, 47, 98, 47, 11, 5, 2450, 1425, 17, 11, 76, 11631, 33, 1, 2, 804, 36, 61, 20, 4, 253, 356, 33, 5, 6937, 842, 49, 3, 10, 329, 21, 71, 550]"
8572,i get platitudes from well meaning folks that can make me feel like i should be bothered about things that don t bother me,1,"[1, 54, 11632, 59, 134, 1449, 1350, 8, 39, 79, 17, 2, 13, 1, 120, 27, 453, 26, 88, 8, 103, 42, 1616, 17]"
8573,i was cut into feeling pain that shocked me,3,"[1, 19, 947, 105, 7, 260, 8, 669, 17]"
8574,i have learned to not take myself seriously enough to feel humiliated,0,"[1, 20, 767, 4, 25, 182, 50, 877, 155, 4, 2, 678]"
8575,i also began to feel my contractions at a very dull intensity,0,"[1, 116, 565, 4, 2, 10, 3214, 32, 6, 45, 539, 2565]"
8576,i feel insulted that he doesnt know me better than that,1,"[1, 2, 579, 8, 65, 433, 46, 17, 169, 94, 8]"
8577,i kind of feel like he is sincere,5,"[1, 167, 9, 2, 13, 65, 21, 636]"
8578,i love being able to wear track pants in the day time with the cuffs rolled up with anklets and ballet flats i love being ridiculously warm and feeling smug as i see people struggling with bags with their big coats with pockets like these who needs bags,5,"[1, 84, 60, 198, 4, 515, 2414, 2707, 11, 5, 96, 51, 24, 5, 11633, 4399, 41, 24, 11634, 3, 4391, 11635, 1, 84, 60, 2200, 1011, 3, 7, 804, 28, 1, 112, 62, 1179, 24, 2257, 24, 110, 383, 6938, 24, 11636, 13, 108, 75, 611, 2257]"
8579,i feel weird when yuuki talks to other girls,4,"[1, 2, 246, 33, 4555, 2069, 4, 119, 761]"
8580,i feel especially thankful,5,"[1, 2, 290, 333]"
8581,i type this i feel like one of those unfortunate animals that gets caught in washing machines and somehow survives much lighter ragged and half dead,0,"[1, 839, 22, 1, 2, 13, 70, 9, 142, 730, 2109, 8, 854, 1366, 11, 2798, 4413, 3, 450, 11637, 85, 1952, 6774, 3, 689, 1176]"
8582,im feeling a bit mellow this morning,5,"[16, 7, 6, 82, 654, 22, 236]"
8583,i see that through waiting it out on some of these desires and wrestling through the questions and feelings of purpose i see that god has been faithful and has now made a way for it to happen,5,"[1, 112, 8, 137, 676, 12, 49, 29, 68, 9, 108, 2598, 3, 3287, 137, 5, 915, 3, 114, 9, 1226, 1, 112, 8, 241, 98, 47, 613, 3, 98, 57, 131, 6, 90, 15, 12, 4, 517]"
8584,i was feeling very melancholy tonight for reasons i dont want to talk about,0,"[1, 19, 7, 45, 511, 563, 15, 960, 1, 87, 66, 4, 279, 26]"
8585,i feel so inspired,5,"[1, 2, 14, 458]"
8586,i am feeling cranky or not cooperative i should be allowed to sleep or relax and if i am not given this opportunity it s not my fault if i body slam my bosses or harass museum visitors,1,"[1, 23, 7, 558, 34, 25, 11638, 1, 120, 27, 1027, 4, 323, 34, 1919, 3, 48, 1, 23, 25, 695, 22, 814, 12, 89, 25, 10, 1199, 48, 1, 278, 6939, 10, 11639, 34, 11640, 11641, 5332]"
8587,i speak of friends online who drop me from friends lists i feel unloved and disregarded,0,"[1, 860, 9, 172, 1389, 75, 1513, 17, 59, 172, 3403, 1, 2, 829, 3, 4719]"
8588,i also feel like why is what i m going to say going to be important in any way shape or form,5,"[1, 116, 2, 13, 160, 21, 53, 1, 92, 86, 4, 118, 86, 4, 27, 280, 11, 145, 90, 1813, 34, 1480]"
8589,i needed with money that i had occasionally made me feel guilty,0,"[1, 500, 24, 508, 8, 1, 56, 2052, 131, 17, 2, 377]"
8590,i think i forgot that and that anyone who didnt feel enriched with me in their life should be welcomed to leave me,5,"[1, 69, 1, 1948, 8, 3, 8, 243, 75, 138, 2, 5069, 24, 17, 11, 110, 77, 120, 27, 715, 4, 299, 17]"
8591,im feeling very hopeful about graduating this fall,5,"[16, 7, 45, 552, 26, 3956, 22, 816]"
8592,i feel so dull and drowsy all the time,0,"[1, 2, 14, 539, 3, 11642, 35, 5, 51]"
8593,i feel almost embarrassed to be writing its been so long since i have,0,"[1, 2, 283, 466, 4, 27, 275, 78, 47, 14, 205, 225, 1, 20]"
8594,i feel its a must that i exspress my sincere appriciation for all your efforts,5,"[1, 2, 78, 6, 295, 8, 1, 11643, 10, 636, 11644, 15, 35, 109, 1737]"
8595,i will feel better for a while that i will find my voice again for a while and that my physical body will continue to deteriorate,5,"[1, 58, 2, 169, 15, 6, 186, 8, 1, 58, 163, 10, 949, 128, 15, 6, 186, 3, 8, 10, 1067, 278, 58, 727, 4, 11645]"
8596,i am feeling disappointed at myself for making mistakes or getting frustrated for not knowing a lot of things taryns words would be ringing in my head,0,"[1, 23, 7, 434, 32, 50, 15, 204, 2074, 34, 179, 365, 15, 25, 489, 6, 158, 9, 88, 11646, 348, 64, 27, 6940, 11, 10, 353]"
8597,i feel just complain that companies are becoming too rich because of the taxes imposed upon them,5,"[1, 2, 31, 2226, 8, 1992, 43, 1335, 93, 487, 36, 9, 5, 11647, 4118, 830, 63]"
8598,i found it to be a deeply moving read and i feel it s a book that should be read twice because there s so much in there you ll discover the second time around which you might ve missed on the first read,0,"[1, 322, 12, 4, 27, 6, 837, 802, 215, 3, 1, 2, 12, 89, 6, 329, 8, 120, 27, 215, 2426, 36, 80, 89, 14, 85, 11, 80, 30, 540, 2765, 5, 711, 51, 127, 107, 30, 239, 289, 399, 29, 5, 194, 215]"
8599,ive lived too long feeling shitty being picked on and feeling like the odd one out,0,"[72, 1209, 93, 205, 7, 468, 60, 1811, 29, 3, 7, 13, 5, 1493, 70, 49]"
8600,i feel like valentines day should about confessing romantic love said jin hee oh an office worker shopping at lotte department store,2,"[1, 2, 13, 11648, 96, 120, 26, 11649, 665, 84, 199, 11650, 11651, 812, 76, 1182, 3242, 1456, 32, 11652, 4037, 1794]"
8601,i feel a little pained but that will probably pass the last illusions of childhood,0,"[1, 2, 6, 55, 1976, 18, 8, 58, 337, 1192, 5, 178, 11653, 9, 1648]"
8602,i worked very hard on holding my technique when i was tired and i feel sure that it is improving,5,"[1, 847, 45, 249, 29, 1764, 10, 4479, 33, 1, 19, 287, 3, 1, 2, 157, 8, 12, 21, 3942]"
8603,i feel like were kind of boring,0,"[1, 2, 13, 129, 167, 9, 710]"
8604,i guess this is because that im feeling really excited about it,5,"[1, 251, 22, 21, 36, 8, 16, 7, 40, 267, 26, 12]"
8605,i feel like washing and caring for the lunapads teaches a certain amount of appreciation for our things,2,"[1, 2, 13, 2798, 3, 435, 15, 5, 11654, 5888, 6, 600, 887, 9, 3421, 15, 132, 88]"
8606,i feel empty inside iphone wallpaper mobile wallpaper to your wap folder img src http images,0,"[1, 2, 501, 317, 3634, 4108, 5129, 4108, 4, 109, 11655, 11656, 924, 846, 187, 1691]"
8607,i want more than anything is for my kids to feel loved safe and cared for,2,"[1, 66, 37, 94, 165, 21, 15, 10, 357, 4, 2, 265, 362, 3, 2366, 15]"
8608,i need to go and im feeling a longing inside at that point for him,2,"[1, 104, 4, 100, 3, 16, 7, 6, 637, 317, 32, 8, 258, 15, 73]"
8609,i know beyond a shadow of a doubt that i am loved i feel the most unloved unworthy and rejected ive ever felt,0,"[1, 46, 1113, 6, 3391, 9, 6, 1101, 8, 1, 23, 265, 1, 2, 5, 133, 829, 1625, 3, 521, 72, 164, 143]"
8610,i could curse swear be angry be sad be happy be moody etc etc on the things i write just because i feel kinda disturbed with the search queries displayed on the dashboard that containing my name full name blog s name or my usual nickname,0,"[1, 91, 4210, 1674, 27, 263, 27, 259, 27, 153, 27, 2922, 680, 680, 29, 5, 88, 1, 224, 31, 36, 1, 2, 566, 659, 24, 5, 1368, 6941, 4268, 29, 5, 11657, 8, 11658, 10, 789, 472, 789, 242, 89, 789, 34, 10, 959, 11659]"
8611,i had a feeling you werent very fond of her,2,"[1, 56, 6, 7, 30, 2731, 45, 818, 9, 67]"
8612,i am feeling listless without direction,0,"[1, 23, 7, 704, 173, 1459]"
8613,i feel reluctant to supply this motion picture a score of stars from,4,"[1, 2, 538, 4, 3397, 22, 2045, 939, 6, 2223, 9, 2349, 59]"
8614,ill admit it im bitchy sometimes but i feel as time goes by im getting more bitchy with him than my other relationships that went past the month mark,1,"[211, 421, 12, 16, 670, 185, 18, 1, 2, 28, 51, 842, 44, 16, 179, 37, 670, 24, 73, 94, 10, 119, 1158, 8, 268, 297, 5, 884, 1492]"
8615,i feel it is always important to have a career plan if i am not aiming towards something then i am not growing and developing new skills,5,"[1, 2, 12, 21, 111, 280, 4, 20, 6, 1107, 746, 48, 1, 23, 25, 6697, 321, 83, 124, 1, 23, 25, 1356, 3, 6150, 184, 1424]"
8616,i had no obligations except the thesis which i didnt do i already started missing something that would make free time feel more valuable,5,"[1, 56, 95, 4190, 1036, 5, 6942, 107, 1, 138, 38, 1, 207, 197, 969, 83, 8, 64, 79, 294, 51, 2, 37, 590]"
8617,i just couldnt help feeling a little bit bitter towards his great big happy grin,1,"[1, 31, 464, 139, 7, 6, 55, 82, 628, 321, 106, 304, 383, 153, 3229]"
8618,i am sitting here feeling a bit grumpy moanday blues anyone else feeling this way too,1,"[1, 23, 535, 135, 7, 6, 82, 795, 11660, 4714, 243, 319, 7, 22, 90, 93]"
8619,i feel ecstatic and happy and now anxious,5,"[1, 2, 836, 3, 153, 3, 57, 334]"
8620,ive turned it on a bit but its feeling very casual,5,"[72, 1290, 12, 29, 6, 82, 18, 78, 7, 45, 833]"
8621,i feel really greedy wanting all this stuff but my mom asked me to make a list so,1,"[1, 2, 40, 494, 578, 35, 22, 393, 18, 10, 459, 524, 17, 4, 79, 6, 733, 14]"
8622,i feel like i m murdering innocent brain cells thinking so hard about all these rather meaningless issues but i really want to maximise the use of weekends during this effed up army phase,5,"[1, 2, 13, 1, 92, 11661, 588, 914, 11662, 262, 14, 249, 26, 35, 108, 202, 5017, 999, 18, 1, 40, 66, 4, 11663, 5, 296, 9, 3472, 386, 22, 11664, 41, 2584, 2695]"
8623,i feel like youre ashamed to be seen with me in public because im bigger than you,0,"[1, 2, 13, 560, 405, 4, 27, 801, 24, 17, 11, 1237, 36, 16, 1785, 94, 30]"
8624,i now regret because i feel they were too positive about mediocre books and i think thats unfair on and detrimental to the books i actually really liked but gave a similar rating or review,5,"[1, 57, 1470, 36, 1, 2, 61, 129, 93, 381, 26, 5027, 623, 3, 1, 69, 310, 2761, 29, 3, 11665, 4, 5, 623, 1, 177, 40, 410, 18, 928, 6, 1472, 6856, 34, 1473]"
8625,i feel so inspired by her motivation and passion that i wanted to share it here with you a href http,5,"[1, 2, 14, 458, 44, 67, 2010, 3, 1825, 8, 1, 254, 4, 345, 12, 135, 24, 30, 6, 209, 187]"
8626,i was starting to feel somewhat sympathetic toward ms finke,2,"[1, 19, 315, 4, 2, 473, 618, 752, 4891, 11666]"
8627,i feel smart yet comfortable in it i feel good when i wear it,5,"[1, 2, 638, 217, 370, 11, 12, 1, 2, 101, 33, 1, 515, 12]"
8628,i feel very strongly about supporting the brave men and women who sacrifice for our nation said begleiter,2,"[1, 2, 45, 892, 26, 332, 5, 474, 784, 3, 549, 75, 4083, 15, 132, 6943, 199, 11667]"
8629,i am not desperate for a job and don t really feel impressed to go find a job because i have one img src http randythomas,3,"[1, 23, 25, 1808, 15, 6, 312, 3, 103, 42, 40, 2, 512, 4, 100, 163, 6, 312, 36, 1, 20, 70, 924, 846, 187, 11668]"
8630,i feel lousy on a daily basis,0,"[1, 2, 650, 29, 6, 1163, 1965]"
8631,i feel dirty even admitting that ive seen it much less own it on dvd,0,"[1, 2, 626, 74, 2446, 8, 72, 801, 12, 85, 150, 174, 12, 29, 2781]"
8632,i couldnt help but feel sincere gratitude for the blessings of the lord in my life and the lives of my children,5,"[1, 464, 139, 18, 2, 636, 1833, 15, 5, 1797, 9, 5, 1228, 11, 10, 77, 3, 5, 679, 9, 10, 385]"
8633,i feel for steve irwins family but it was a tragic accident,0,"[1, 2, 15, 2783, 11669, 196, 18, 12, 19, 6, 899, 1778]"
8634,i just have to close my eyes and feel that sweet gentle ache and i know,5,"[1, 31, 20, 4, 424, 10, 401, 3, 2, 8, 234, 705, 1411, 3, 1, 46]"
8635,i couldnt help but feel that all these people had missed the best of the day,0,"[1, 464, 139, 18, 2, 8, 35, 108, 62, 56, 399, 5, 298, 9, 5, 96]"
8636,im feeling stressed retail therapy is the way,1,"[16, 7, 232, 5909, 1892, 21, 5, 90]"
8637,when i got my bsc degree with first class,5,"[33, 1, 140, 10, 6208, 1820, 24, 194, 335]"
8638,i feel like i need to be some tortured soul in order to create words or whatever,4,"[1, 2, 13, 1, 104, 4, 27, 68, 404, 1062, 11, 757, 4, 1053, 348, 34, 698]"
8639,i want to be extremely amp feel successful again,5,"[1, 66, 4, 27, 375, 390, 2, 432, 128]"
8640,i feel like we tortured him that whole time,4,"[1, 2, 13, 81, 404, 73, 8, 257, 51]"
8641,i may have spent the last hours feeling like a tortured soul but on the other side its all sunshine and rainbows,4,"[1, 221, 20, 436, 5, 178, 412, 7, 13, 6, 404, 1062, 18, 29, 5, 119, 465, 78, 35, 2079, 3, 5041]"
8642,im feeling a little apprehensive about this party,4,"[16, 7, 6, 55, 571, 26, 22, 951]"
8643,i should feel blessed to have but what about me cause i thought i mattered in this situation,5,"[1, 120, 2, 272, 4, 20, 18, 53, 26, 17, 556, 1, 193, 1, 5160, 11, 22, 476]"
8644,i feel like i have doomed myself to failure,0,"[1, 2, 13, 1, 20, 745, 50, 4, 1515]"
8645,i very much enjoyed the build up and the air of suspense and confusion throughout but i cant help but feel dissatisfied by the ending,1,"[1, 45, 85, 1034, 5, 1623, 41, 3, 5, 869, 9, 3837, 3, 3290, 1151, 18, 1, 130, 139, 18, 2, 609, 44, 5, 1844]"
8646,i fell for it big time and feel appropriately shamed,0,"[1, 2258, 15, 12, 383, 51, 3, 2, 4979, 1252]"
8647,i will tell ya i have been following a very norma inspired diet for a week tomorrow and i feel amazing,3,"[1, 58, 220, 2406, 1, 20, 47, 1288, 6, 45, 11670, 458, 1645, 15, 6, 201, 971, 3, 1, 2, 271]"
8648,i just cannot write when i am so sick and that means more than a week of feeling rotten which means a stalled novel,0,"[1, 31, 400, 224, 33, 1, 23, 14, 585, 3, 8, 835, 37, 94, 6, 201, 9, 7, 714, 107, 835, 6, 11671, 1709]"
8649,i didnt feel any emotional pulls toward anyone except the lord,0,"[1, 138, 2, 145, 384, 6944, 752, 243, 1036, 5, 1228]"
8650,i feel assured that foods that are grown organic free from pesticides in soil and water that aren t contaminated that s good for us,5,"[1, 2, 572, 8, 3427, 8, 43, 1595, 4989, 294, 59, 11672, 11, 4802, 3, 927, 8, 2184, 42, 6945, 8, 89, 101, 15, 213]"
8651,i feel pretty can you spot my son,5,"[1, 2, 102, 39, 30, 1172, 10, 905]"
